fromUNLOCODe,ToUNLOCODE,Distance,
USHNL,SIKOP,10750,12
USHNL,SIKOP,12130,
USHNL,SIKOP,14391,
USHNL,SLFNA,8754,12
USHNL,SLFNA,11101,
USHNL,SNDKR,8437,12
USHNL,SNDKR,11298,
USHNL,SVAQJ,4535,
USHNL,SYLTK,11086,
USHNL,SYLTK,14737,
USHNL,TGLFW,9667,12
USHNL,TGLFW,11462,
USHNL,THLCH,6206,
USHNL,TNSFA,10123,12
USHNL,TNSFA,11907,
USHNL,TNSFA,13764,
USHNL,TNTUN,9900,12
USHNL,TNTUN,11948,
USHNL,TNTUN,13541,
USHNL,TRAMB,10893,12
USHNL,TRAMB,11580,
USHNL,TRAMB,14534,
USHNL,TRIZM,10738,12
USHNL,TRIZM,11384,
USHNL,TRIZM,14379,
USHNL,TRMER,11066,12
USHNL,TRMER,11135,
USHNL,TRMER,14707,
USHNL,TWKEL,4528,
USHNL,TWKHH,4711,
USHNL,TZDAR,9812,
USHNL,UAODS,11241,12
USHNL,UAODS,11928,
USHNL,UAODS,14882,
USHNL,USBAL,6661,12
USHNL,USBAL,13391,
USHNL,USCHS,6318,12
USHNL,USCHS,13268,
USHNL,USDUT,2040,
USHNL,USEWR,6750,12
USHNL,USEWR,14867,
USHNL,USHOU,6284,12
USHNL,USHOU,13907,
USHNL,USILM,6395,12
USHNL,USILM,13251,
USHNL,USLAX,2228,
USHNL,USLGB,2233,
USHNL,USMIA,5928,12
USHNL,USMIA,13075,
USHNL,USMOB,6099,12
USHNL,USMOB,13633,
USHNL,USMSY,6118,12
USHNL,USMSY,13686,
USHNL,USOAK,2096,
USHNL,USPHL,6702,12
USHNL,USPHL,13364,
USHNL,USSAV,6323,12
USHNL,USSAV,13268,
USHNL,USSEA,2409,
USHNL,UYMVD,7670,
USHNL,VELAG,5569,12
USHNL,VELAG,12078,
USHNL,VEPBL,5531,12
USHNL,VEPBL,12045,
USHNL,VNDAD,5377,
USHNL,VNHPH,5280,
USHNL,VNSGN,5542,
USHNL,YEADE,9401,
USHNL,ZACPT,10357,
USHNL,ZADUR,10392,
USHNL,ZAPLZ,10693,
USHOU,AEJEA,9615,
USHOU,AEJEA,12325,
USHOU,AOLAD,6799,
USHOU,AOLOB,7036,
USHOU,ARBHI,6473,12
USHOU,ARBHI,6809,
USHOU,ARBUE,6458,
USHOU,ARPMY,6229,12
USHOU,ARPMY,7206,
USHOU,ARPUD,5909,12
USHOU,ARPUD,7186,
USHOU,AUADL,9978,12
USHOU,AUADL,13267,
USHOU,AUBNE,9286,12
USHOU,AUBNE,13561,
USHOU,AUFRE,11038,12
USHOU,AUFRE,12244,
USHOU,AUMEL,9527,12
USHOU,AUMEL,13197,
USHOU,AUSYD,9273,12
USHOU,AUSYD,13336,
USHOU,BDCGP,11360,
USHOU,BDCGP,13005,
USHOU,BEANR,5014,
USHOU,BEZEE,4958,
USHOU,BGVAR,6643,
USHOU,BJCOO,5915,
USHOU,BRITJ,5811,
USHOU,BRMAO,4068,
USHOU,BRPNG,5696,
USHOU,BRRIG,6107,
USHOU,BRSSZ,5524,
USHOU,BRVIX,5153,
USHOU,BSFPO,1023,
USHOU,BZBZE,982,
USHOU,CAMTR,3276,
USHOU,CAVAN,5631,12
USHOU,CAVAN,14515,
USHOU,CDBOA,6609,
USHOU,CDMAT,6683,
USHOU,CGPNR,6576,
USHOU,CIABJ,5501,
USHOU,CLARI,3520,12
USHOU,CLARI,9838,
USHOU,CLIQQ,3586,12
USHOU,CLIQQ,9738,
USHOU,CLSAI,4243,12
USHOU,CLSAI,8947,
USHOU,CMDLA,6271,
USHOU,CNDLC,10242,12
USHOU,CNDLC,14241,
USHOU,CNDLC,15644,
USHOU,CNFOC,10464,12
USHOU,CNFOC,13446,
USHOU,CNFOC,14854,
USHOU,CNLYG,10260,12
USHOU,CNLYG,14227,
USHOU,CNLYG,15537,
USHOU,CNSHA,10182,12
USHOU,CNSHA,13836,
USHOU,CNSHA,15123,
USHOU,CNTAO,10174,12
USHOU,CNTAO,14095,
USHOU,CNTAO,15515,
USHOU,CNXMN,10542,12
USHOU,CNXMN,13278,
USHOU,CNXMN,14636,
USHOU,CNYTN,10799,12
USHOU,CNYTN,13081,
USHOU,CNYTN,14400,
USHOU,COBAQ,1624,
USHOU,COBUN,1951,12
USHOU,COBUN,11191,
USHOU,CRMOB,1441,
USHOU,CYLMS,6602,
USHOU,DEBRV,5201,
USHOU,DEHAM,5249,
USHOU,DJJIB,7995,
USHOU,DJJIB,11602,
USHOU,DKAAR,5271,
USHOU,DZAAE,5334,
USHOU,DZALG,5129,
USHOU,DZBJA,5226,
USHOU,DZORN,4976,
USHOU,DZSKI,5311,
USHOU,ECESM,2071,12
USHOU,ECESM,10974,
USHOU,ECGYE,2423,12
USHOU,ECGYE,10771,
USHOU,EGALY,6503,
USHOU,EGDAM,6623,
USHOU,EGPSD,6643,
USHOU,ESAGP,4832,
USHOU,ESALG,4779,
USHOU,ESBCN,5227,
USHOU,ESLPA,4321,
USHOU,ESSCT,4359,
USHOU,ESTAR,5253,
USHOU,ESVGO,4511,
USHOU,ESVLC,5129,
USHOU,FIKTK,5899,
USHOU,FIRAU,5884,
USHOU,FJSUV,7924,12
USHOU,FJSUV,12924,
USHOU,FRBES,4667,
USHOU,FRDKK,4920,
USHOU,FRFOS,5409,
USHOU,FRLEH,4828,
USHOU,FRLPE,4857,
USHOU,FRURO,4897,
USHOU,GALBV,6345,
USHOU,GAPOG,6333,
USHOU,GBABD,4800,
USHOU,GBFXT,4942,
USHOU,GBSOU,4787,
USHOU,GBTHP,4993,
USHOU,GEPTI,7056,
USHOU,GHTKD,5658,
USHOU,GNCKY,4783,
USHOU,GRPIR,6142,
USHOU,GRSKG,6397,
USHOU,GUGUM,9587,12
USHOU,GUGUM,14214,
USHOU,GUGUM,15304,
USHOU,GWOXB,4684,
USHOU,HKHKG,10794,12
USHOU,HKHKG,13076,
USHOU,HKHKG,14395,
USHOU,HNPCR,1048,
USHOU,IDJKT,11914,
USHOU,IDJKT,12665,
USHOU,IDSRG,12050,12
USHOU,IDSRG,12104,
USHOU,IDSRG,12855,
USHOU,IDSUB,11864,12
USHOU,IDSUB,12287,
USHOU,IDSUB,13038,
USHOU,IEDUB,4555,
USHOU,ILASH,6725,
USHOU,ILHFA,6670,
USHOU,INCOK,9858,
USHOU,INCOK,11724,
USHOU,INMAA,10658,
USHOU,INMAA,12469,
USHOU,INNSA,9667,
USHOU,INNSA,12082,
USHOU,INPAV,9803,
USHOU,INPAV,12247,
USHOU,IRBND,9797,
USHOU,IRBND,12496,
USHOU,ITGIT,5750,
USHOU,ITGOA,5583,
USHOU,ITSAL,5772,
USHOU,ITTRS,6368,
USHOU,JOAQB,7001,
USHOU,JOAQB,12725,
USHOU,JPHKT,9725,12
USHOU,JPHKT,14163,
USHOU,JPHKT,15498,
USHOU,JPNGO,9475,12
USHOU,JPNGO,14527,
USHOU,JPNGO,15829,
USHOU,JPOSA,9568,12
USHOU,JPOSA,14329,
USHOU,JPOSA,15637,
USHOU,JPSMZ,9298,12
USHOU,JPSMZ,14508,
USHOU,JPSMZ,15898,
USHOU,JPTYO,9303,12
USHOU,JPTYO,14527,
USHOU,JPTYO,15881,
USHOU,JPUKB,9563,12
USHOU,JPUKB,14318,
USHOU,JPUKB,15626,
USHOU,JPYOK,9281,12
USHOU,JPYOK,14505,
USHOU,JPYOK,15859,
USHOU,KEMBA,9616,
USHOU,KEMBA,9985,
USHOU,KRPUS,9702,12
USHOU,KRPUS,14131,
USHOU,KRPUS,15443,
USHOU,KWSWK,9984,
USHOU,KWSWK,12698,
USHOU,LBBEY,6715,
USHOU,LKCMB,10102,
USHOU,LKCMB,11877,
USHOU,LRMLW,5062,
USHOU,MAAGA,4654,
USHOU,MACAS,4656,
USHOU,MAPTM,4715,
USHOU,MQFDF,2134,
USHOU,MUPLU,9779,
USHOU,MXESE,4390,12
USHOU,MXESE,13283,
USHOU,MXLZC,3186,12
USHOU,MXLZC,12218,
USHOU,MXPGO,989,
USHOU,MYPEN,11354,
USHOU,MYPEN,12804,
USHOU,MYPKG,11451,
USHOU,MYPKG,12882,
USHOU,MYTPP,11661,
USHOU,MYTPP,13115,
USHOU,NCNOU,8578,12
USHOU,NCNOU,13282,
USHOU,NGAPP,5967,
USHOU,NICIO,2282,12
USHOU,NICIO,11671,
USHOU,NLRTM,5019,
USHOU,NOAES,5015,
USHOU,NOBGO,4990,
USHOU,NOKRS,5066,
USHOU,NOSVG,5078,
USHOU,NZAKL,8115,12
USHOU,NZAKL,12281,
USHOU,NZLYT,8213,12
USHOU,NZLYT,12345,
USHOU,NZNPL,8833,12
USHOU,NZNPL,12227,
USHOU,NZNSN,8748,12
USHOU,NZNSN,12914,
USHOU,NZPOE,8955,12
USHOU,NZPOE,13121,
USHOU,NZWLG,8104,12
USHOU,NZWLG,12171,
USHOU,OMSLL,8622,
USHOU,OMSLL,11504,
USHOU,PABLB,1599,12
USHOU,PABLB,11407,
USHOU,PAMIT,1225,
USHOU,PECLL,2949,12
USHOU,PECLL,10065,
USHOU,PFPPT,6092,12
USHOU,PFPPT,11762,
USHOU,PHGES,10867,12
USHOU,PHGES,13060,
USHOU,PHGES,14070,
USHOU,PHMNL,10969,12
USHOU,PHMNL,12959,
USHOU,PHMNL,14166,
USHOU,PKBQM,9491,
USHOU,PKBQM,12186,
USHOU,PKKHI,9486,
USHOU,PKKHI,12181,
USHOU,PLGDY,5586,
USHOU,PRSJU,1762,
USHOU,PTLEI,4702,
USHOU,PTLIS,4522,
USHOU,RUKGD,5656,
USHOU,RULED,6002,
USHOU,SADMM,10209,
USHOU,SADMM,12473,
USHOU,SAJBI,9817,
USHOU,SAJBI,12527,
USHOU,SAJED,7391,
USHOU,SAJED,12175,
USHOU,SEGOT,5186,
USHOU,SGSIN,11629,
USHOU,SGSIN,13083,
USHOU,SIKOP,6356,
USHOU,SLFNA,4874,
USHOU,SNDKR,4490,
USHOU,SVAQJ,2432,12
USHOU,SVAQJ,11846,
USHOU,SYLTK,6651,
USHOU,TGLFW,5850,
USHOU,THLCH,12296,12
USHOU,THLCH,12388,
USHOU,THLCH,13842,
USHOU,TNSFA,5797,
USHOU,TNTUN,5501,
USHOU,TRAMB,6502,
USHOU,TRIZM,6348,
USHOU,TRMER,6633,
USHOU,TWKEL,10415,12
USHOU,TWKEL,13526,
USHOU,TWKEL,14869,
USHOU,TWKHH,10618,12
USHOU,TWKHH,13293,
USHOU,TWKHH,14683,
USHOU,TZDAR,9761,
USHOU,TZDAR,9843,
USHOU,UAODS,6850,
USHOU,USBAL,1847,
USHOU,USCHS,1382,
USHOU,USDUT,6845,12
USHOU,USDUT,15600,
USHOU,USEWR,3576,
USHOU,USHNL,6284,12
USHOU,USHNL,13907,
USHOU,USILM,1506,
USHOU,USLAX,4512,12
USHOU,USLAX,13408,
USHOU,USLGB,4517,12
USHOU,USLGB,13413,
USHOU,USMIA,962,
USHOU,USMOB,1216,
USHOU,USMSY,1231,
USHOU,USOAK,4849,12
USHOU,USOAK,13730,
USHOU,USPHL,1895,
USHOU,USSAV,1348,
USHOU,USSEA,5619,12
USHOU,USSEA,14501,
USHOU,UYMVD,6343,
USHOU,VELAG,1974,
USHOU,VEPBL,1946,
USHOU,VNDAD,11314,12
USHOU,VNDAD,12796,
USHOU,VNDAD,14250,
USHOU,VNHPH,11267,12
USHOU,VNHPH,12954,
USHOU,VNHPH,14298,
USHOU,VNSGN,11616,12
USHOU,VNSGN,12278,
USHOU,VNSGN,13732,
USHOU,YEADE,8021,
USHOU,YEADE,11474,
USHOU,ZACPT,7511,
USHOU,ZADUR,8277,
USHOU,ZAPLZ,7903,
USILM,AEJEA,8476,
USILM,AEJEA,11651,
USILM,AOLAD,5835,
USILM,AOLOB,6072,
USILM,ARBHI,6157,
USILM,ARBUE,5805,
USILM,ARPMY,6340,12
USILM,ARPMY,6553,
USILM,ARPUD,6020,12
USILM,ARPUD,6533,
USILM,AUADL,10089,12
USILM,AUADL,12593,
USILM,AUBNE,9397,12
USILM,AUBNE,12905,
USILM,AUFRE,11149,12
USILM,AUFRE,11570,
USILM,AUMEL,9638,12
USILM,AUMEL,12523,
USILM,AUSYD,9384,12
USILM,AUSYD,12680,
USILM,BDCGP,10221,
USILM,BDCGP,12331,
USILM,BEANR,3540,
USILM,BEZEE,3484,
USILM,BGVAR,5499,
USILM,BJCOO,4980,
USILM,BRITJ,5827,
USILM,BRMAO,3742,
USILM,BRPNG,5120,
USILM,BRRIG,5454,
USILM,BRSSZ,4955,
USILM,BRVIX,4500,
USILM,BSFPO,843,
USILM,BZBZE,1290,
USILM,CAMTR,1974,
USILM,CAVAN,5742,12
USILM,CAVAN,13859,
USILM,CDBOA,5702,
USILM,CDMAT,5747,
USILM,CGPNR,5642,
USILM,CIABJ,4573,
USILM,CLARI,3631,12
USILM,CLARI,9182,
USILM,CLIQQ,3697,12
USILM,CLIQQ,9082,
USILM,CLSAI,4354,12
USILM,CLSAI,8291,
USILM,CMDLA,5437,
USILM,CNDLC,10353,12
USILM,CNDLC,13102,
USILM,CNDLC,14970,
USILM,CNFOC,10575,12
USILM,CNFOC,12307,
USILM,CNFOC,14180,
USILM,CNLYG,10371,12
USILM,CNLYG,13088,
USILM,CNLYG,14863,
USILM,CNSHA,10293,12
USILM,CNSHA,12697,
USILM,CNSHA,14449,
USILM,CNTAO,10285,12
USILM,CNTAO,12956,
USILM,CNTAO,14841,
USILM,CNXMN,10653,12
USILM,CNXMN,12139,
USILM,CNXMN,13962,
USILM,CNYTN,10910,12
USILM,CNYTN,11942,
USILM,CNYTN,13726,
USILM,COBAQ,1552,
USILM,COBUN,2062,12
USILM,COBUN,10535,
USILM,CRMOB,1685,
USILM,CYLMS,5452,
USILM,DEBRV,3748,
USILM,DEHAM,3808,
USILM,DJJIB,6856,
USILM,DJJIB,10928,
USILM,DKAAR,3895,
USILM,DZAAE,4213,
USILM,DZALG,3975,
USILM,DZBJA,4083,
USILM,DZORN,3790,
USILM,DZSKI,4167,
USILM,ECESM,2182,12
USILM,ECESM,10318,
USILM,ECGYE,2534,12
USILM,ECGYE,10115,
USILM,EGALY,5360,
USILM,EGDAM,5484,
USILM,EGPSD,5504,
USILM,ESAGP,3616,
USILM,ESALG,3563,
USILM,ESBCN,4072,
USILM,ESLPA,3575,
USILM,ESSCT,3496,
USILM,ESTAR,4039,
USILM,ESVGO,3470,
USILM,ESVLC,3941,
USILM,FIKTK,4523,
USILM,FIRAU,4508,
USILM,FJSUV,8035,12
USILM,FJSUV,12271,
USILM,FRBES,3222,
USILM,FRDKK,3446,
USILM,FRFOS,4245,
USILM,FRLEH,3354,
USILM,FRLPE,3412,
USILM,FRURO,3423,
USILM,GALBV,5410,
USILM,GAPOG,5399,
USILM,GBABD,3424,
USILM,GBFXT,3468,
USILM,GBSOU,3313,
USILM,GBTHP,3519,
USILM,GEPTI,5913,
USILM,GHTKD,4723,
USILM,GNCKY,3849,
USILM,GRPIR,4999,
USILM,GRSKG,5245,
USILM,GUGUM,9698,12
USILM,GUGUM,13075,
USILM,GUGUM,14630,
USILM,GWOXB,3688,
USILM,HKHKG,10905,12
USILM,HKHKG,11937,
USILM,HKHKG,13721,
USILM,HNPCR,1352,
USILM,IDJKT,10775,
USILM,IDJKT,11991,
USILM,IDSRG,10965,
USILM,IDSRG,12181,
USILM,IDSUB,11148,
USILM,IDSUB,12364,
USILM,IEDUB,3165,
USILM,ILASH,5564,
USILM,ILHFA,5567,
USILM,INCOK,8719,
USILM,INCOK,11050,
USILM,INMAA,9519,
USILM,INMAA,11795,
USILM,INNSA,8528,
USILM,INNSA,11408,
USILM,INPAV,8664,
USILM,INPAV,11573,
USILM,IRBND,8658,
USILM,IRBND,11822,
USILM,ITGIT,4590,
USILM,ITGOA,4406,
USILM,ITSAL,4556,
USILM,ITTRS,5220,
USILM,JOAQB,5862,
USILM,JOAQB,12051,
USILM,JPHKT,9836,12
USILM,JPHKT,13024,
USILM,JPHKT,14824,
USILM,JPNGO,9586,12
USILM,JPNGO,13388,
USILM,JPNGO,15155,
USILM,JPOSA,9679,12
USILM,JPOSA,13190,
USILM,JPOSA,14963,
USILM,JPSMZ,9409,12
USILM,JPSMZ,13369,
USILM,JPSMZ,15224,
USILM,JPTYO,9414,12
USILM,JPTYO,13388,
USILM,JPTYO,15207,
USILM,JPUKB,9674,12
USILM,JPUKB,13179,
USILM,JPUKB,14952,
USILM,JPYOK,9392,12
USILM,JPYOK,13366,
USILM,JPYOK,15185,
USILM,KEMBA,8477,
USILM,KEMBA,9311,
USILM,KRPUS,9813,12
USILM,KRPUS,12992,
USILM,KRPUS,14769,
USILM,KWSWK,8845,
USILM,KWSWK,12024,
USILM,LBBEY,5572,
USILM,LKCMB,8963,
USILM,LKCMB,11203,
USILM,LRMLW,4126,
USILM,MAAGA,3912,
USILM,MACAS,3704,
USILM,MAPTM,3590,
USILM,MQFDF,1538,
USILM,MUPLU,9105,
USILM,MXESE,4501,12
USILM,MXESE,12627,
USILM,MXLZC,3297,12
USILM,MXLZC,11562,
USILM,MXPGO,1197,
USILM,MYPEN,10215,
USILM,MYPEN,12130,
USILM,MYPKG,10312,
USILM,MYPKG,12208,
USILM,MYTPP,10522,
USILM,MYTPP,12441,
USILM,NCNOU,8689,12
USILM,NCNOU,12626,
USILM,NGAPP,5038,
USILM,NICIO,2393,12
USILM,NICIO,11015,
USILM,NLRTM,3545,
USILM,NOAES,3668,
USILM,NOBGO,3614,
USILM,NOKRS,3690,
USILM,NOSVG,3702,
USILM,NZAKL,8226,12
USILM,NZAKL,11625,
USILM,NZLYT,8324,12
USILM,NZLYT,11689,
USILM,NZNPL,8944,12
USILM,NZNPL,11571,
USILM,NZNSN,8859,12
USILM,NZNSN,12258,
USILM,NZPOE,9066,12
USILM,NZPOE,12465,
USILM,NZWLG,8215,12
USILM,NZWLG,11515,
USILM,OMSLL,7483,
USILM,OMSLL,10830,
USILM,PABLB,1710,12
USILM,PABLB,10751,
USILM,PAMIT,1171,
USILM,PECLL,3060,12
USILM,PECLL,9409,
USILM,PFPPT,6203,12
USILM,PFPPT,11109,
USILM,PHGES,10978,12
USILM,PHGES,11921,
USILM,PHGES,13396,
USILM,PHMNL,11080,12
USILM,PHMNL,11820,
USILM,PHMNL,13492,
USILM,PKBQM,8352,
USILM,PKBQM,11512,
USILM,PKKHI,8347,
USILM,PKKHI,11507,
USILM,PLGDY,4210,
USILM,PRSJU,1153,
USILM,PTLEI,3696,
USILM,PTLIS,3516,
USILM,RUKGD,4280,
USILM,RULED,4626,
USILM,SADMM,9070,
USILM,SADMM,11799,
USILM,SAJBI,8678,
USILM,SAJBI,11853,
USILM,SAJED,6252,
USILM,SAJED,11501,
USILM,SEGOT,3810,
USILM,SGSIN,10490,
USILM,SGSIN,12409,
USILM,SIKOP,5208,
USILM,SLFNA,3928,
USILM,SNDKR,3965,
USILM,SVAQJ,2543,12
USILM,SVAQJ,11190,
USILM,SYLTK,5554,
USILM,TGLFW,4915,
USILM,THLCH,11249,
USILM,THLCH,13168,
USILM,TNSFA,4581,
USILM,TNTUN,4358,
USILM,TRAMB,5351,
USILM,TRIZM,5196,
USILM,TRMER,5524,
USILM,TWKEL,10526,12
USILM,TWKEL,12387,
USILM,TWKEL,14195,
USILM,TWKHH,10729,12
USILM,TWKHH,12154,
USILM,TWKHH,14009,
USILM,TZDAR,8622,
USILM,TZDAR,9169,
USILM,UAODS,5699,
USILM,USBAL,1441,
USILM,USCHS,1068,
USILM,USDUT,6956,12
USILM,USDUT,14944,
USILM,USEWR,3687,
USILM,USHNL,6395,12
USILM,USHNL,13251,
USILM,USHOU,1506,
USILM,USLAX,4623,12
USILM,USLAX,12752,
USILM,USLGB,4628,12
USILM,USLGB,12757,
USILM,USMIA,752,
USILM,USMOB,1232,
USILM,USMSY,1285,
USILM,USOAK,4960,12
USILM,USOAK,13074,
USILM,USPHL,1491,
USILM,USSAV,1064,
USILM,USSEA,5730,12
USILM,USSEA,13845,
USILM,UYMVD,5691,
USILM,VELAG,1659,
USILM,VEPBL,1702,
USILM,VNDAD,11425,12
USILM,VNDAD,11657,
USILM,VNDAD,13576,
USILM,VNHPH,11378,12
USILM,VNHPH,11815,
USILM,VNHPH,13624,
USILM,VNSGN,11139,
USILM,VNSGN,13058,
USILM,YEADE,6882,
USILM,YEADE,10800,
USILM,ZACPT,6804,
USILM,ZADUR,7603,
USILM,ZAPLZ,7229,
USLAX,AEJEA,11232,
USLAX,AOLAD,8900,12
USLAX,AOLAD,11006,
USLAX,AOLOB,9125,12
USLAX,AOLOB,10819,
USLAX,ARBHI,6875,
USLAX,ARBUE,7259,
USLAX,ARPMY,6631,
USLAX,ARPUD,6311,
USLAX,AUADL,7407,
USLAX,AUBNE,6274,
USLAX,AUFRE,8575,
USLAX,AUMEL,7014,
USLAX,AUSYD,6511,
USLAX,BDCGP,9222,
USLAX,BEANR,7772,12
USLAX,BEANR,13295,
USLAX,BEZEE,7711,12
USLAX,BEZEE,13234,
USLAX,BGVAR,9269,12
USLAX,BGVAR,13676,
USLAX,BGVAR,14183,
USLAX,BJCOO,7952,12
USLAX,BJCOO,11020,
USLAX,BRITJ,7855,
USLAX,BRMAO,5958,12
USLAX,BRMAO,10652,
USLAX,BRPNG,7509,12
USLAX,BRPNG,7872,
USLAX,BRRIG,7484,
USLAX,BRSSZ,7337,12
USLAX,BRSSZ,7968,
USLAX,BRVIX,7051,12
USLAX,BRVIX,8344,
USLAX,BSFPO,4225,12
USLAX,BSFPO,12564,
USLAX,BZBZE,3773,12
USLAX,BZBZE,12835,
USLAX,CAMTR,6161,12
USLAX,CAMTR,13398,
USLAX,CAVAN,1193,
USLAX,CDBOA,8710,12
USLAX,CDBOA,10869,
USLAX,CDMAT,8771,12
USLAX,CDMAT,11027,
USLAX,CGPNR,8652,12
USLAX,CGPNR,10953,
USLAX,CIABJ,7564,12
USLAX,CIABJ,10781,
USLAX,CLARI,4219,
USLAX,CLIQQ,4314,
USLAX,CLSAI,4983,
USLAX,CMDLA,8417,12
USLAX,CMDLA,11253,
USLAX,CNDLC,5772,
USLAX,CNFOC,5991,
USLAX,CNLYG,5820,
USLAX,CNSHA,5720,
USLAX,CNTAO,5726,
USLAX,CNXMN,6114,
USLAX,CNYTN,6378,
USLAX,COBAQ,3293,12
USLAX,COBAQ,12051,
USLAX,COBUN,3065,
USLAX,CRMOB,3191,12
USLAX,CRMOB,12548,
USLAX,CYLMS,9222,12
USLAX,CYLMS,12928,
USLAX,CYLMS,14136,
USLAX,DEBRV,7978,12
USLAX,DEBRV,13501,
USLAX,DEHAM,8034,12
USLAX,DEHAM,13557,
USLAX,DJJIB,10626,12
USLAX,DJJIB,11458,
USLAX,DKAAR,8087,12
USLAX,DKAAR,13814,
USLAX,DZAAE,7983,12
USLAX,DZAAE,12897,
USLAX,DZALG,7745,12
USLAX,DZALG,12659,
USLAX,DZBJA,7853,12
USLAX,DZBJA,12767,
USLAX,DZORN,7560,12
USLAX,DZORN,12474,
USLAX,DZSKI,7937,12
USLAX,DZSKI,12851,
USLAX,ECESM,3027,
USLAX,ECGYE,3199,
USLAX,EGALY,9130,12
USLAX,EGALY,12854,
USLAX,EGALY,14044,
USLAX,EGDAM,9254,12
USLAX,EGDAM,12720,
USLAX,EGDAM,14168,
USLAX,EGPSD,9274,12
USLAX,EGPSD,12700,
USLAX,EGPSD,14188,
USLAX,ESAGP,7386,12
USLAX,ESAGP,12300,
USLAX,ESALG,7333,12
USLAX,ESALG,12247,
USLAX,ESBCN,7842,12
USLAX,ESBCN,12756,
USLAX,ESLPA,6820,12
USLAX,ESLPA,11576,
USLAX,ESSCT,6733,12
USLAX,ESSCT,11561,
USLAX,ESTAR,7809,12
USLAX,ESTAR,12723,
USLAX,ESVGO,7151,12
USLAX,ESVGO,12467,
USLAX,ESVLC,7711,12
USLAX,ESVLC,12625,
USLAX,FIKTK,8715,12
USLAX,FIKTK,14442,
USLAX,FIRAU,8700,12
USLAX,FIRAU,14427,
USLAX,FJSUV,4788,
USLAX,FRBES,7377,12
USLAX,FRBES,12875,
USLAX,FRDKK,7682,12
USLAX,FRDKK,13205,
USLAX,FRFOS,8015,12
USLAX,FRFOS,12929,
USLAX,FRLEH,7574,12
USLAX,FRLEH,13097,
USLAX,FRLPE,7563,12
USLAX,FRLPE,12943,
USLAX,FRURO,7643,12
USLAX,FRURO,13166,
USLAX,GALBV,8382,12
USLAX,GALBV,11025,
USLAX,GAPOG,8393,12
USLAX,GAPOG,11069,
USLAX,GBABD,7616,12
USLAX,GBABD,13540,
USLAX,GBFXT,7716,12
USLAX,GBFXT,13254,
USLAX,GBSOU,7554,12
USLAX,GBSOU,13077,
USLAX,GBTHP,7747,12
USLAX,GBTHP,13270,
USLAX,GEPTI,9683,12
USLAX,GEPTI,14161,
USLAX,GEPTI,14597,
USLAX,GHTKD,7695,12
USLAX,GHTKD,10763,
USLAX,GNCKY,6961,12
USLAX,GNCKY,10693,
USLAX,GRPIR,8769,12
USLAX,GRPIR,13319,
USLAX,GRPIR,13683,
USLAX,GRSKG,9015,12
USLAX,GRSKG,13461,
USLAX,GRSKG,13929,
USLAX,GUGUM,5315,
USLAX,GWOXB,7130,12
USLAX,GWOXB,10875,
USLAX,HKHKG,6373,
USLAX,HNPCR,3733,12
USLAX,HNPCR,12834,
USLAX,IDJKT,7954,
USLAX,IDSRG,7779,
USLAX,IDSUB,7622,
USLAX,IEDUB,7427,12
USLAX,IEDUB,13122,
USLAX,ILASH,9334,12
USLAX,ILASH,12846,
USLAX,ILASH,14248,
USLAX,ILHFA,9337,12
USLAX,ILHFA,12915,
USLAX,ILHFA,14251,
USLAX,INCOK,9567,
USLAX,INMAA,9297,
USLAX,INNSA,10152,
USLAX,INPAV,10351,
USLAX,IRBND,11418,
USLAX,ITGIT,8360,12
USLAX,ITGIT,13274,
USLAX,ITGOA,8176,12
USLAX,ITGOA,13090,
USLAX,ITSAL,8326,12
USLAX,ITSAL,13240,
USLAX,ITTRS,8990,12
USLAX,ITTRS,13904,
USLAX,JOAQB,9632,12
USLAX,JOAQB,12596,
USLAX,JPHKT,5285,
USLAX,JPNGO,5012,
USLAX,JPOSA,5125,
USLAX,JPSMZ,4835,
USLAX,JPTYO,4861,
USLAX,JPUKB,5114,
USLAX,JPYOK,4839,
USLAX,KEMBA,11701,
USLAX,KRPUS,5229,
USLAX,KWSWK,11586,
USLAX,LBBEY,9342,12
USLAX,LBBEY,12950,
USLAX,LBBEY,14256,
USLAX,LKCMB,9289,
USLAX,LRMLW,7150,12
USLAX,LRMLW,10664,
USLAX,MAAGA,7038,12
USLAX,MAAGA,11908,
USLAX,MACAS,7240,12
USLAX,MACAS,12061,
USLAX,MAPTM,7352,12
USLAX,MAPTM,12227,
USLAX,MQFDF,4150,12
USLAX,MQFDF,11307,
USLAX,MUPLU,11046,
USLAX,MXESE,144,
USLAX,MXLZC,1397,
USLAX,MXPGO,4385,12
USLAX,MXPGO,13063,
USLAX,MYPEN,8083,
USLAX,MYPKG,7934,
USLAX,MYTPP,7746,
USLAX,NCNOU,5521,
USLAX,NGAPP,8000,12
USLAX,NGAPP,11084,
USLAX,NICIO,2281,
USLAX,NLRTM,7775,12
USLAX,NLRTM,13298,
USLAX,NOAES,7792,12
USLAX,NOAES,13784,
USLAX,NOBGO,7806,12
USLAX,NOBGO,13730,
USLAX,NOKRS,7882,12
USLAX,NOKRS,13648,
USLAX,NOSVG,7894,12
USLAX,NOSVG,13677,
USLAX,NZAKL,5658,
USLAX,NZLYT,6031,
USLAX,NZNPL,6105,
USLAX,NZNSN,6291,
USLAX,NZPOE,6498,
USLAX,NZWLG,5857,
USLAX,OMSLL,10892,
